hostel_id,date,weekday,borrowed_books,avg_study_hours,exam_flag,festival_flag,hostel_capacity,threshold,high_demand
H02,2024-04-07,0,23,4.11,0,0,113,28.2,0
H02,2024-04-08,1,23,4.89,0,0,113,28.2,0
H02,2024-04-09,1,24,5.21,0,0,113,28.2,0
H02,2024-04-10,1,25,5.16,0,0,113,28.2,0
H02,2024-04-11,1,31,5.03,0,0,113,28.2,1
H02,2024-04-12,1,24,4.95,0,0,113,28.2,0
H02,2024-04-13,0,36,4.38,0,0,113,28.2,1
H02,2024-04-14,0,27,3.68,0,0,113,28.2,0
H02,2024-04-15,1,31,5.05,0,0,113,28.2,1
H02,2024-04-16,1,34,4.19,0,0,113,28.2,1
H02,2024-04-17,1,44,7.73,1,0,113,28.2,1
H02,2024-04-18,1,40,6.58,1,0,113,28.2,1
H02,2024-04-19,1,55,7.24,1,0,113,28.2,1
H02,2024-04-20,0,40,6.07,1,0,113,28.2,1
H02,2024-04-21,0,33,5.77,1,0,113,28.2,1
H02,2024-04-22,1,62,6.33,1,0,113,28.2,1
H02,2024-04-23,1,57,7.53,1,1,113,28.2,1
H02,2024-04-24,1,57,6.32,1,1,113,28.2,1
H02,2024-04-25,1,53,6.34,1,1,113,28.2,1
H02,2024-04-26,1,28,7.26,1,0,113,28.2,1
H02,2024-04-27,0,33,5.58,1,0,113,28.2,1
H02,2024-04-28,0,38,7.68,1,0,113,28.2,1
H02,2024-04-29,1,51,7.66,1,0,113,28.2,1
H02,2024-04-30,1,44,7.0,1,0,113,28.2,1
H02,2024-05-01,1,28,5.02,0,0,113,28.2,0
H02,2024-05-02,1,23,3.96,0,0,113,28.2,0
H02,2024-05-03,1,35,4.75,0,0,113,28.2,1
H02,2024-05-04,0,21,4.69,0,0,113,28.2,0
H02,2024-05-05,0,28,4.87,0,0,113,28.2,0
H02,2024-05-06,1,30,5.15,0,0,113,28.2,1
H02,2024-05-07,1,35,4.35,0,0,113,28.2,1
H02,2024-05-08,1,14,3.68,0,0,113,28.2,0
H02,2024-05-09,1,32,5.08,0,0,113,28.2,1
H02,2024-05-10,1,23,3.11,0,0,113,28.2,0
H02,2024-05-11,0,19,4.9,0,0,113,28.2,0
H02,2024-05-12,0,28,4.65,0,0,113,28.2,0
H02,2024-05-13,1,24,5.12,0,0,113,28.2,0
H02,2024-05-14,1,22,4.93,0,0,113,28.2,0
H02,2024-05-15,1,35,5.45,0,0,113,28.2,1
H02,2024-05-16,1,30,3.52,0,0,113,28.2,1
H02,2024-05-17,1,28,4.82,0,0,113,28.2,0
H02,2024-05-18,0,10,3.72,0,0,113,28.2,0
H02,2024-05-19,0,23,4.63,0,0,113,28.2,0
H02,2024-05-20,1,19,4.96,0,0,113,28.2,0
H02,2024-05-21,1,27,5.11,0,0,113,28.2,0
H02,2024-05-22,1,26,5.04,0,0,113,28.2,0
H02,2024-05-23,1,29,4.17,0,0,113,28.2,1
H02,2024-05-24,1,31,4.81,0,0,113,28.2,1
H02,2024-05-25,0,19,4.58,0,0,113,28.2,0
H02,2024-05-26,0,21,4.49,0,0,113,28.2,0
H02,2024-05-27,1,20,3.92,0,0,113,28.2,0
H02,2024-05-28,1,21,5.19,0,0,113,28.2,0
H02,2024-05-29,1,31,5.4,0,0,113,28.2,1
H02,2024-05-30,1,32,4.31,0,0,113,28.2,1
H02,2024-05-31,1,30,3.67,0,0,113,28.2,1
H02,2024-06-01,0,26,3.65,0,0,113,28.2,0
H02,2024-06-02,0,17,4.03,0,0,113,28.2,0
H02,2024-06-03,1,30,4.69,0,0,113,28.2,1
H02,2024-06-04,1,27,4.22,0,0,113,28.2,0
H02,2024-06-05,1,21,3.77,0,0,113,28.2,0
H02,2024-06-06,1,22,4.87,0,0,113,28.2,0
H02,2024-06-07,1,23,3.59,0,0,113,28.2,0
H02,2024-06-08,0,23,4.77,0,0,113,28.2,0
H02,2024-06-09,0,17,3.27,0,0,113,28.2,0
H02,2024-06-10,1,22,4.88,0,0,113,28.2,0
H02,2024-06-11,1,26,4.71,0,0,113,28.2,0
H02,2024-06-12,1,23,3.82,0,0,113,28.2,0
H02,2024-06-13,1,20,3.66,0,0,113,28.2,0
H02,2024-06-14,1,24,4.86,0,0,113,28.2,0
H02,2024-06-15,0,21,3.17,0,0,113,28.2,0
H02,2024-06-16,0,16,3.02,0,0,113,28.2,0
H02,2024-06-17,1,23,3.49,0,0,113,28.2,0
H02,2024-06-18,1,20,3.91,0,0,113,28.2,0
H02,2024-06-19,1,14,4.07,0,0,113,28.2,0
H02,2024-06-20,1,33,3.93,0,0,113,28.2,1
H02,2024-06-21,1,24,3.3,0,0,113,28.2,0
H02,2024-06-22,0,15,4.1,0,0,113,28.2,0
H02,2024-06-23,0,19,3.97,0,0,113,28.2,0
H02,2024-06-24,1,19,3.59,0,0,113,28.2,0
H02,2024-06-25,1,23,3.86,0,0,113,28.2,0
H02,2024-06-26,1,24,3.69,0,0,113,28.2,0
H02,2024-06-27,1,18,3.49,0,0,113,28.2,0
H02,2024-06-28,1,33,3.39,0,0,113,28.2,1
H02,2024-06-29,0,11,3.49,0,0,113,28.2,0
H02,2024-06-30,0,16,3.4,0,0,113,28.2,0
H02,2024-07-01,1,20,3.66,0,0,113,28.2,0
H02,2024-07-02,1,20,3.53,0,0,113,28.2,0
H02,2024-07-03,1,22,3.44,0,0,113,28.2,0
H02,2024-07-04,1,17,3.69,0,0,113,28.2,0
H02,2024-07-05,1,16,3.79,0,0,113,28.2,0
H02,2024-07-06,0,13,4.1,0,0,113,28.2,0
H02,2024-07-07,0,17,2.88,0,0,113,28.2,0
H02,2024-07-08,1,21,4.22,0,0,113,28.2,0
H02,2024-07-09,1,23,3.76,0,0,113,28.2,0
H02,2024-07-10,1,11,3.42,0,0,113,28.2,0
H02,2024-07-11,1,20,3.76,0,0,113,28.2,0
H02,2024-07-12,1,18,3.94,0,0,113,28.2,0
H02,2024-07-13,0,15,3.31,0,0,113,28.2,0
H02,2024-07-14,0,12,1.94,0,0,113,28.2,0
H02,2024-07-15,1,11,1.98,0,0,113,28.2,0
H02,2024-07-16,1,16,2.77,0,0,113,28.2,0
H02,2024-07-17,1,19,3.16,0,0,113,28.2,0
H02,2024-07-18,1,12,4.18,0,0,113,28.2,0
H02,2024-07-19,1,15,2.5,0,0,113,28.2,0
H02,2024-07-20,0,10,3.1,0,0,113,28.2,0
H02,2024-07-21,0,17,2.13,0,0,113,28.2,0
H02,2024-07-22,1,15,3.1,0,0,113,28.2,0
H02,2024-07-23,1,24,2.02,0,1,113,28.2,0
H02,2024-07-24,1,21,2.59,0,1,113,28.2,0
H02,2024-07-25,1,20,3.57,0,1,113,28.2,0
H02,2024-07-26,1,23,3.59,0,0,113,28.2,0
H02,2024-07-27,0,14,1.35,0,0,113,28.2,0
H02,2024-07-28,0,18,2.72,0,0,113,28.2,0
H02,2024-07-29,1,20,2.98,0,0,113,28.2,0
H02,2024-07-30,1,18,2.27,0,0,113,28.2,0
H02,2024-07-31,1,19,3.16,0,0,113,28.2,0
H02,2024-08-01,1,11,2.89,0,0,113,28.2,0
H02,2024-08-02,1,12,3.84,0,0,113,28.2,0
H02,2024-08-03,0,18,2.03,0,0,113,28.2,0
H02,2024-08-04,0,10,2.31,0,0,113,28.2,0
H02,2024-08-05,1,18,2.65,0,0,113,28.2,0
H02,2024-08-06,1,13,2.36,0,0,113,28.2,0
H02,2024-08-07,1,26,1.44,0,0,113,28.2,0
H02,2024-08-08,1,15,3.52,0,0,113,28.2,0
H02,2024-08-09,1,18,2.66,0,0,113,28.2,0
H02,2024-08-10,0,12,1.59,0,0,113,28.2,0
H02,2024-08-11,0,14,2.51,0,0,113,28.2,0
H02,2024-08-12,1,10,2.05,0,0,113,28.2,0
H02,2024-08-13,1,10,2.3,0,0,113,28.2,0
H02,2024-08-14,1,21,1.79,0,0,113,28.2,0
H02,2024-08-15,1,15,2.52,0,0,113,28.2,0
H02,2024-08-16,1,16,2.07,0,0,113,28.2,0
H02,2024-08-17,0,14,3.01,0,0,113,28.2,0
H02,2024-08-18,0,12,2.32,0,0,113,28.2,0
H02,2024-08-19,1,18,2.68,0,0,113,28.2,0
H02,2024-08-20,1,20,2.28,0,0,113,28.2,0
H02,2024-08-21,1,8,2.28,0,0,113,28.2,0
H02,2024-08-22,1,8,2.99,0,0,113,28.2,0
H02,2024-08-23,1,18,1.77,0,0,113,28.2,0
H02,2024-08-24,0,10,1.75,0,0,113,28.2,0
H02,2024-08-25,0,5,3.2,0,0,113,28.2,0
H02,2024-08-26,1,16,2.2,0,0,113,28.2,0
H02,2024-08-27,1,16,2.52,0,0,113,28.2,0
H02,2024-08-28,1,7,3.25,0,0,113,28.2,0
H02,2024-08-29,1,15,2.78,0,0,113,28.2,0
H02,2024-08-30,1,14,2.69,0,0,113,28.2,0
H02,2024-08-31,0,13,1.64,0,0,113,28.2,0
H02,2024-09-01,0,14,2.38,0,0,113,28.2,0
H02,2024-09-02,1,14,2.22,0,0,113,28.2,0
H02,2024-09-03,1,16,1.54,0,0,113,28.2,0
H02,2024-09-04,1,10,1.8,0,0,113,28.2,0
H02,2024-09-05,1,12,1.83,0,0,113,28.2,0
H02,2024-09-06,1,13,2.37,0,0,113,28.2,0
H02,2024-09-07,0,9,1.72,0,0,113,28.2,0
H02,2024-09-08,0,12,2.55,0,0,113,28.2,0
H02,2024-09-09,1,15,1.55,0,0,113,28.2,0
H02,2024-09-10,1,10,1.59,0,0,113,28.2,0
H02,2024-09-11,1,14,2.61,0,0,113,28.2,0
H02,2024-09-12,1,16,1.61,0,0,113,28.2,0
H02,2024-09-13,1,12,3.04,0,0,113,28.2,0
H02,2024-09-14,0,8,1.75,0,0,113,28.2,0
H02,2024-09-15,0,11,2.24,0,0,113,28.2,0
H02,2024-09-16,1,15,2.56,0,0,113,28.2,0
H02,2024-09-17,1,17,1.97,0,0,113,28.2,0
H02,2024-09-18,1,14,2.84,0,0,113,28.2,0
H02,2024-09-19,1,8,1.65,0,0,113,28.2,0
H02,2024-09-20,1,11,1.05,0,0,113,28.2,0
H02,2024-09-21,0,12,2.3,0,0,113,28.2,0
H02,2024-09-22,0,11,2.56,0,0,113,28.2,0
H02,2024-09-23,1,13,3.33,0,0,113,28.2,0
H02,2024-09-24,1,12,1.31,0,0,113,28.2,0
H02,2024-09-25,1,19,1.78,0,0,113,28.2,0
H02,2024-09-26,1,13,2.78,0,0,113,28.2,0
H02,2024-09-27,1,15,2.44,0,0,113,28.2,0
H02,2024-09-28,0,12,2.23,0,0,113,28.2,0
H02,2024-09-29,0,6,1.8,0,0,113,28.2,0
H02,2024-09-30,1,15,1.32,0,0,113,28.2,0
H02,2024-10-01,1,8,2.63,0,0,113,28.2,0
H02,2024-10-02,1,14,1.87,0,0,113,28.2,0
H02,2024-10-03,1,14,3.2,0,0,113,28.2,0
H02,2024-10-04,1,8,2.42,0,0,113,28.2,0
H02,2024-10-05,0,10,2.7,0,0,113,28.2,0
H02,2024-10-06,0,9,0.91,0,0,113,28.2,0
H02,2024-10-07,1,19,2.44,0,0,113,28.2,0
H02,2024-10-08,1,14,1.64,0,0,113,28.2,0
H02,2024-10-09,1,18,2.03,0,0,113,28.2,0
H02,2024-10-10,1,15,2.3,0,0,113,28.2,0
H02,2024-10-11,1,12,2.18,0,0,113,28.2,0
H02,2024-10-12,0,4,2.13,0,0,113,28.2,0
H02,2024-10-13,0,16,2.11,0,0,113,28.2,0
H02,2024-10-14,1,11,1.75,0,0,113,28.2,0
H02,2024-10-15,1,12,1.73,0,0,113,28.2,0
H02,2024-10-16,1,7,1.14,0,0,113,28.2,0
H02,2024-10-17,1,16,1.89,0,0,113,28.2,0
H02,2024-10-18,1,11,1.94,0,0,113,28.2,0
H02,2024-10-19,0,9,1.61,0,0,113,28.2,0
H02,2024-10-20,0,4,1.74,0,0,113,28.2,0
H02,2024-10-21,1,11,2.39,0,0,113,28.2,0
H02,2024-10-22,1,9,1.05,0,0,113,28.2,0
H02,2024-10-23,1,14,2.12,0,0,113,28.2,0
H02,2024-10-24,1,8,1.52,0,0,113,28.2,0
H02,2024-10-25,1,15,2.24,0,0,113,28.2,0
H02,2024-10-26,0,10,0.89,0,0,113,28.2,0
H02,2024-10-27,0,14,1.79,0,0,113,28.2,0
H02,2024-10-28,1,20,3.72,1,0,113,28.2,0
H02,2024-10-29,1,24,4.4,1,0,113,28.2,1
H02,2024-10-30,1,28,4.16,1,0,113,28.2,0
H02,2024-10-31,1,20,3.53,1,0,113,28.2,0
H02,2024-11-01,1,22,1.47,1,0,113,28.2,0
H02,2024-11-02,0,22,2.25,1,0,113,28.2,0
H02,2024-11-03,0,23,2.84,1,0,113,28.2,0
H02,2024-11-04,1,26,2.34,1,0,113,28.2,0
H02,2024-11-05,1,17,3.33,1,0,113,28.2,0
H02,2024-11-06,1,25,5.18,1,0,113,28.2,1
H02,2024-11-07,1,23,3.05,1,0,113,28.2,0
H02,2024-11-08,1,24,3.85,1,0,113,28.2,0
H02,2024-11-09,0,15,3.53,1,0,113,28.2,0
H02,2024-11-10,0,16,3.03,1,0,113,28.2,0
H02,2024-11-11,1,10,2.13,0,0,113,28.2,0
H02,2024-11-12,1,8,3.19,0,0,113,28.2,0
H02,2024-11-13,1,10,2.08,0,0,113,28.2,0
H02,2024-11-14,1,20,2.1,0,0,113,28.2,0
H02,2024-11-15,1,12,2.7,0,0,113,28.2,0
H02,2024-11-16,0,13,2.51,0,0,113,28.2,0
H02,2024-11-17,0,11,1.87,0,1,113,28.2,0
H02,2024-11-18,1,20,2.41,0,1,113,28.2,0
H02,2024-11-19,1,9,2.2,0,1,113,28.2,0
H02,2024-11-20,1,22,2.17,0,0,113,28.2,0
H02,2024-11-21,1,15,2.6,0,0,113,28.2,0
H02,2024-11-22,1,15,1.92,0,0,113,28.2,0
H02,2024-11-23,0,11,2.04,0,0,113,28.2,0
H02,2024-11-24,0,13,1.75,0,0,113,28.2,0
H02,2024-11-25,1,23,2.31,0,0,113,28.2,0
H02,2024-11-26,1,15,2.73,0,0,113,28.2,0
H02,2024-11-27,1,12,1.81,0,0,113,28.2,0
H02,2024-11-28,1,11,2.59,0,0,113,28.2,0
H02,2024-11-29,1,14,3.52,0,0,113,28.2,0
H02,2024-11-30,0,12,2.23,0,0,113,28.2,0
H02,2024-12-01,0,10,2.99,0,0,113,28.2,0
H02,2024-12-02,1,15,2.92,0,0,113,28.2,0
H02,2024-12-03,1,17,2.45,0,0,113,28.2,0
H02,2024-12-04,1,14,2.17,0,0,113,28.2,0
H02,2024-12-05,1,20,3.11,0,0,113,28.2,0
H02,2024-12-06,1,14,3.26,0,0,113,28.2,0
H02,2024-12-07,0,24,3.26,0,0,113,28.2,0
H02,2024-12-08,0,12,3.31,0,0,113,28.2,0
H02,2024-12-09,1,10,2.51,0,0,113,28.2,0
H02,2024-12-10,1,13,2.28,0,0,113,28.2,0
H02,2024-12-11,1,26,2.39,0,0,113,28.2,0
H02,2024-12-12,1,18,3.25,0,0,113,28.2,0
H02,2024-12-13,1,18,3.59,0,0,113,28.2,0
H02,2024-12-14,0,7,3.3,0,0,113,28.2,0
H02,2024-12-15,0,11,1.81,0,0,113,28.2,0
H02,2024-12-16,1,26,2.24,0,0,113,28.2,0
H02,2024-12-17,1,21,2.89,0,0,113,28.2,0
H02,2024-12-18,1,17,2.92,0,0,113,28.2,0
H02,2024-12-19,1,24,3.38,0,0,113,28.2,0
H02,2024-12-20,1,16,4.29,0,0,113,28.2,0
H02,2024-12-21,0,13,2.23,0,0,113,28.2,0
H02,2024-12-22,0,10,2.84,0,0,113,28.2,0
H02,2024-12-23,1,27,3.85,0,0,113,28.2,0
H02,2024-12-24,1,28,4.11,0,0,113,28.2,0
H02,2024-12-25,1,21,3.25,0,0,113,28.2,0
H02,2024-12-26,1,18,3.92,0,0,113,28.2,0
H02,2024-12-27,1,25,3.54,0,0,113,28.2,0
H02,2024-12-28,0,16,2.56,0,0,113,28.2,0
H02,2024-12-29,0,9,3.39,0,0,113,28.2,0
H02,2024-12-30,1,14,4.76,0,0,113,28.2,0
H03,2024-01-01,1,11,2.14,0,0,133,17.4,0
H03,2024-01-02,1,9,3.55,0,0,133,17.4,0
H03,2024-01-03,1,9,3.09,0,0,133,17.4,0
H03,2024-01-04,1,16,2.18,0,0,133,17.4,0
H03,2024-01-05,1,11,2.13,0,0,133,17.4,0
H03,2024-01-06,0,7,2.88,0,0,133,17.4,0
H03,2024-01-07,0,10,2.01,0,0,133,17.4,0
H03,2024-01-08,1,11,2.88,0,0,133,17.4,0
H03,2024-01-09,1,17,1.45,0,0,133,17.4,0
H03,2024-01-10,1,20,2.37,0,0,133,17.4,1
H03,2024-01-11,1,20,2.32,0,0,133,17.4,1
H03,2024-01-12,1,13,2.67,0,0,133,17.4,0
H03,2024-01-13,0,7,2.44,0,0,133,17.4,0
H03,2024-01-14,0,13,2.69,0,0,133,17.4,0
H03,2024-01-15,1,13,3.08,0,0,133,17.4,0
H03,2024-01-16,1,16,2.83,0,0,133,17.4,0
H03,2024-01-17,1,12,3.45,0,0,133,17.4,0
H03,2024-01-18,1,18,2.58,0,0,133,17.4,1
H03,2024-01-19,1,13,2.63,0,0,133,17.4,0
H03,2024-01-20,0,10,2.07,0,0,133,17.4,0
H03,2024-01-21,0,13,1.84,0,0,133,17.4,0
H03,2024-01-22,1,10,2.63,0,0,133,17.4,0
H03,2024-01-23,1,15,3.94,0,0,133,17.4,0
H03,2024-01-24,1,24,2.92,0,0,133,17.4,1
H03,2024-01-25,1,21,2.17,0,0,133,17.4,1
H03,2024-01-26,1,18,3.98,0,0,133,17.4,1
H03,2024-01-27,0,14,3.14,0,0,133,17.4,0
H03,2024-01-28,0,8,3.03,0,0,133,17.4,0
H03,2024-01-29,1,16,1.84,0,0,133,17.4,0
H03,2024-01-30,1,22,2.37,0,0,133,17.4,1
H03,2024-01-31,1,20,1.89,0,0,133,17.4,1
H03,2024-02-01,1,16,3.17,0,0,133,17.4,0
H03,2024-02-02,1,6,3.04,0,0,133,17.4,0
H03,2024-02-03,0,15,3.06,0,0,133,17.4,0
H03,2024-02-04,0,14,2.75,0,0,133,17.4,0
H03,2024-02-05,1,19,3.51,0,0,133,17.4,1
H03,2024-02-06,1,17,2.74,0,0,133,17.4,0
H03,2024-02-07,1,24,3.41,0,0,133,17.4,1
H03,2024-02-08,1,18,3.49,0,0,133,17.4,1
H03,2024-02-09,1,15,2.11,0,0,133,17.4,0
H03,2024-02-10,0,9,3.16,0,0,133,17.4,0
H03,2024-02-11,0,7,3.09,0,0,133,17.4,0
H03,2024-02-12,1,10,3.92,0,0,133,17.4,0
H03,2024-02-13,1,12,4.3,0,0,133,17.4,0
H03,2024-02-14,1,30,3.62,0,0,133,17.4,1
H03,2024-02-15,1,24,3.13,0,0,133,17.4,1
H03,2024-02-16,1,8,2.21,0,0,133,17.4,0
H03,2024-02-17,0,11,3.83,0,0,133,17.4,0
H03,2024-02-18,0,15,3.07,0,0,133,17.4,0
H03,2024-02-19,1,14,3.67,0,0,133,17.4,0
H03,2024-02-20,1,16,3.36,0,0,133,17.4,0
H03,2024-02-21,1,13,3.07,0,0,133,17.4,0
H03,2024-02-22,1,11,3.96,0,0,133,17.4,0
H03,2024-02-23,1,10,3.24,0,0,133,17.4,0
H03,2024-02-24,0,17,1.39,0,0,133,17.4,0
H03,2024-02-25,0,12,2.92,0,0,133,17.4,0
H03,2024-02-26,1,18,4.3,0,0,133,17.4,1
H03,2024-02-27,1,21,3.71,0,0,133,17.4,1
H03,2024-02-28,1,13,2.84,0,0,133,17.4,0
H03,2024-02-29,1,20,2.49,0,0,133,17.4,1
H03,2024-03-01,1,20,2.77,0,0,133,17.4,1
H03,2024-03-02,0,12,3.68,0,0,133,17.4,0
H03,2024-03-03,0,13,3.81,0,0,133,17.4,0
H03,2024-03-04,1,20,3.9,0,0,133,17.4,1
H03,2024-03-05,1,17,3.13,0,0,133,17.4,0
H03,2024-03-06,1,20,4.41,0,0,133,17.4,1
H03,2024-03-07,1,20,3.38,0,0,133,17.4,1
H03,2024-03-08,1,18,4.06,0,0,133,17.4,1
H03,2024-03-09,0,14,3.7,0,0,133,17.4,0
H03,2024-03-10,0,19,2.16,0,0,133,17.4,1
H03,2024-03-11,1,23,3.09,0,0,133,17.4,1
H03,2024-03-12,1,22,3.26,0,0,133,17.4,1
H03,2024-03-13,1,24,4.22,0,0,133,17.4,1
H03,2024-03-14,1,16,3.95,0,0,133,17.4,0
H03,2024-03-15,1,20,4.13,0,0,133,17.4,1
H03,2024-03-16,0,14,4.4,0,0,133,17.4,0
H03,2024-03-17,0,18,2.7,0,0,133,17.4,1
H03,2024-03-18,1,20,4.16,0,0,133,17.4,1
H03,2024-03-19,1,15,3.88,0,0,133,17.4,0
H03,2024-03-20,1,24,3.13,0,0,133,17.4,1
H03,2024-03-21,1,22,4.19,0,0,133,17.4,1
H03,2024-03-22,1,16,3.7,0,0,133,17.4,0
H03,2024-03-23,0,12,2.72,0,0,133,17.4,0
H03,2024-03-24,0,15,4.51,0,0,133,17.4,0
H03,2024-03-25,1,16,3.85,0,0,133,17.4,0
H03,2024-03-26,1,20,4.3,0,0,133,17.4,1
H03,2024-03-27,1,11,2.74,0,0,133,17.4,0
H03,2024-03-28,1,39,6.25,1,0,133,17.4,1
H03,2024-03-29,1,23,5.76,1,0,133,17.4,1
H03,2024-03-30,0,29,3.94,1,0,133,17.4,1
H03,2024-03-31,0,21,4.53,1,0,133,17.4,1
H03,2024-04-01,1,33,5.2,1,0,133,17.4,1
H03,2024-04-02,1,32,5.08,1,0,133,17.4,1
H03,2024-04-03,1,33,6.33,1,0,133,17.4,1
H03,2024-04-04,1,36,5.76,1,1,133,17.4,1
H03,2024-04-05,1,30,6.01,1,1,133,17.4,1
H03,2024-04-06,0,35,4.51,1,1,133,17.4,1
H03,2024-04-07,0,20,5.87,1,0,133,17.4,1
H03,2024-04-08,1,31,5.66,1,0,133,17.4,1
H03,2024-04-09,1,30,5.94,1,0,133,17.4,1
H03,2024-04-10,1,31,4.66,1,0,133,17.4,1
H03,2024-04-11,1,15,4.63,0,0,133,17.4,0
H03,2024-04-12,1,16,4.58,0,0,133,17.4,0
H03,2024-04-13,0,20,1.86,0,1,133,17.4,1
H03,2024-04-14,0,17,4.35,0,1,133,17.4,0
H03,2024-04-15,1,27,3.14,0,1,133,17.4,1
H03,2024-04-16,1,13,3.84,0,0,133,17.4,0
H03,2024-04-17,1,21,3.08,0,0,133,17.4,1
H03,2024-04-18,1,18,2.98,0,0,133,17.4,1
H03,2024-04-19,1,18,3.96,0,0,133,17.4,1
H03,2024-04-20,0,19,3.28,0,0,133,17.4,1
H03,2024-04-21,0,16,2.71,0,0,133,17.4,0
H03,2024-04-22,1,11,3.78,0,0,133,17.4,0
H03,2024-04-23,1,19,3.11,0,0,133,17.4,1
H03,2024-04-24,1,20,3.64,0,0,133,17.4,1
H03,2024-04-25,1,21,3.28,0,0,133,17.4,1
H03,2024-04-26,1,16,4.58,0,0,133,17.4,0
H03,2024-04-27,0,13,3.6,0,0,133,17.4,0
H03,2024-04-28,0,14,3.55,0,0,133,17.4,0
H03,2024-04-29,1,16,4.67,0,0,133,17.4,0
H03,2024-04-30,1,21,3.01,0,0,133,17.4,1
H03,2024-05-01,1,21,4.55,0,0,133,17.4,1
H03,2024-05-02,1,17,3.25,0,0,133,17.4,0
H03,2024-05-03,1,16,3.35,0,0,133,17.4,0
H03,2024-05-04,0,12,3.46,0,0,133,17.4,0
H03,2024-05-05,0,12,2.59,0,0,133,17.4,0
H03,2024-05-06,1,12,2.44,0,0,133,17.4,0
H03,2024-05-07,1,20,2.69,0,0,133,17.4,1
H03,2024-05-08,1,19,3.73,0,0,133,17.4,1
H03,2024-05-09,1,12,3.55,0,0,133,17.4,0
H03,2024-05-10,1,19,2.45,0,0,133,17.4,1
H03,2024-05-11,0,9,2.48,0,0,133,17.4,0
H03,2024-05-12,0,10,4.38,0,0,133,17.4,0
H03,2024-05-13,1,23,4.13,0,0,133,17.4,1
H03,2024-05-14,1,15,2.91,0,0,133,17.4,0
H03,2024-05-15,1,16,3.43,0,0,133,17.4,0
H03,2024-05-16,1,12,4.55,0,0,133,17.4,0
H03,2024-05-17,1,20,2.52,0,0,133,17.4,1
H03,2024-05-18,0,17,4.36,0,0,133,17.4,0
H03,2024-05-19,0,11,2.74,0,0,133,17.4,0
H03,2024-05-20,1,29,3.56,0,0,133,17.4,1
H03,2024-05-21,1,17,1.76,0,0,133,17.4,0
H03,2024-05-22,1,18,2.86,0,0,133,17.4,1
H03,2024-05-23,1,15,3.0,0,0,133,17.4,0
H03,2024-05-24,1,15,3.73,0,0,133,17.4,0
H03,2024-05-25,0,12,3.01,0,0,133,17.4,0
H03,2024-05-26,0,12,3.12,0,0,133,17.4,0
H03,2024-05-27,1,17,3.42,0,0,133,17.4,0
H03,2024-05-28,1,20,3.42,0,0,133,17.4,1
H03,2024-05-29,1,19,3.79,0,0,133,17.4,1
H03,2024-05-30,1,15,4.47,0,0,133,17.4,0
H03,2024-05-31,1,12,3.62,0,0,133,17.4,0
H03,2024-06-01,0,13,2.85,0,0,133,17.4,0
H03,2024-06-02,0,15,2.38,0,0,133,17.4,0
H03,2024-06-03,1,12,2.96,0,0,133,17.4,0
H03,2024-06-04,1,11,2.53,0,0,133,17.4,0
H03,2024-06-05,1,11,2.91,0,0,133,17.4,0
H03,2024-06-06,1,15,2.63,0,0,133,17.4,0
H03,2024-06-07,1,13,2.96,0,0,133,17.4,0
H03,2024-06-08,0,5,1.93,0,0,133,17.4,0
H03,2024-06-09,0,12,2.71,0,0,133,17.4,0
H03,2024-06-10,1,24,3.5,0,0,133,17.4,1
H03,2024-06-11,1,8,2.96,0,0,133,17.4,0
H03,2024-06-12,1,16,2.03,0,0,133,17.4,0
H03,2024-06-13,1,12,2.76,0,0,133,17.4,0
H03,2024-06-14,1,9,2.74,0,0,133,17.4,0
H03,2024-06-15,0,8,3.08,0,0,133,17.4,0
H03,2024-06-16,0,5,1.21,0,0,133,17.4,0
H03,2024-06-17,1,16,2.54,0,0,133,17.4,0
H03,2024-06-18,1,13,1.14,0,0,133,17.4,0
H03,2024-06-19,1,12,3.6,0,0,133,17.4,0
H03,2024-06-20,1,11,3.06,0,0,133,17.4,0
H03,2024-06-21,1,10,2.93,0,0,133,17.4,0
H03,2024-06-22,0,12,2.03,0,0,133,17.4,0
H03,2024-06-23,0,4,3.04,0,0,133,17.4,0
H03,2024-06-24,1,10,2.19,0,0,133,17.4,0
H03,2024-06-25,1,9,3.27,0,0,133,17.4,0
H03,2024-06-26,1,12,1.99,0,0,133,17.4,0
H03,2024-06-27,1,16,2.02,0,0,133,17.4,0
H03,2024-06-28,1,11,2.73,0,0,133,17.4,0
H03,2024-06-29,0,12,3.02,0,0,133,17.4,0
H03,2024-06-30,0,11,1.48,0,0,133,17.4,0
H03,2024-07-01,1,10,1.43,0,0,133,17.4,0
H03,2024-07-02,1,14,2.64,0,0,133,17.4,0
H03,2024-07-03,1,15,2.2,0,0,133,17.4,0
H03,2024-07-04,1,7,3.8,0,0,133,17.4,0
H03,2024-07-05,1,14,1.2,0,1,133,17.4,0
H03,2024-07-06,0,10,2.13,0,1,133,17.4,0
H03,2024-07-07,0,19,1.5,0,1,133,17.4,1
H03,2024-07-08,1,12,2.2,0,0,133,17.4,0
H03,2024-07-09,1,10,2.19,0,0,133,17.4,0
H03,2024-07-10,1,12,2.22,0,0,133,17.4,0
H03,2024-07-11,1,10,2.25,0,0,133,17.4,0
H03,2024-07-12,1,7,2.64,0,0,133,17.4,0
H03,2024-07-13,0,7,1.02,0,0,133,17.4,0
H03,2024-07-14,0,8,1.95,0,0,133,17.4,0
